name,ingredients_json,mood_labels,tags,category,instructions,glass,garnish,prep_time,difficulty,image_url,date
Alien Brain Hemorrhage,"[{""name"":""Peach schnapps"",""measure"":""""},{""name"":""Bailey’s Irish cream"",""measure"":""""},{""name"":""Grenadine"",""measure"":""""},{""name"":""Blue Curaçao"",""measure"":""""}]","energy_indulgent,intent_dessert","style_shot,flavor_sweet,texture_creamy,occ_party",cat_shot_shooter,"Layer peach schnapps, then Bailey’s Irish cream, followed by blue curaçao, and finish with a drizzle of grenadine in a shot glass.",glass_coffee_mug,none,4 minutes,Medium,https://drive.google.com/file/d/14JpL2rZFTgr0E_PYONlnMlA-j8xDpREf/view?usp=drivesdk,2025-09-22
Allegheny,"[{""name"":""Dry Vermouth"",""measure"":""1 oz""},{""name"":""Bourbon"",""measure"":""1 oz""},{""name"":""Blackberry brandy"",""measure"":""1 1/2 tsp""},{""name"":""Lemon juice"",""measure"":""1 1/2 tsp""},{""name"":""Lemon peel"",""measure"":""1 twist of""}]","energy_bold_spirit_forward,time_nightcap","style_classic,flavor_sour,strength_moderate",cat_short_spirit_forward,"Shake dry vermouth, bourbon, blackberry brandy, and lemon juice with ice, then strain into a cocktail glass. Garnish with a twist of lemon peel.",glass_martini,lemon twist,3 minutes,Medium,https://drive.google.com/file/d/1arlYXdwbyBX0N-INPz8BBrqkTOHNhhSr/view?usp=drivesdk,2025-09-22
Almeria,"[{""name"":""Dark rum"",""measure"":""2 oz""},{""name"":""Kahlua"",""measure"":""1 oz""},{""name"":""Egg white"",""measure"":""1""}]","energy_bold_spirit_forward,time_nightcap","style_classic,flavor_intense,diet_egg,texture_creamy",cat_short_shaken_citrus,"Combine 2 oz dark rum, 1 oz Kahlua, and 1 egg white in a shaker with ice, shake vigorously, then fine strain into a chilled cocktail glass.",glass_martini,none,4 minutes,Medium,https://drive.google.com/file/d/1BtZGpZuCx52C8qFX6zeu3N9_znJMrwJ9/view?usp=drivesdk,2025-09-22
Almond Banana Smoothie,"[{""name"":""soaked deskinned almonds"",""measure"":""""},{""name"":""chopped bananas"",""measure"":""""},{""name"":""chilled cow's milk"",""measure"":""""},{""name"":""vanilla essence"",""measure"":""""},{""name"":""deseeded dates"",""measure"":""""}]","energy_relaxed,energy_smooth","style_contemporary_classic,diet_dairy,texture_creamy",cat_soft_zero_proof,"Blend soaked deskinned almonds, chopped bananas, chilled cow's milk, vanilla essence, and deseeded dates until smooth.",glass_coffee_mug,none,1 minute,Easy,https://drive.google.com/file/d/1MXX8o5M7-R3N3hujkFAV8-Pbpwea81HP/view?usp=drivesdk,2025-09-22
Amaretto Sour,"[{""name"":""Amaretto liqueur"",""measure"":""""},{""name"":""lemon juice"",""measure"":""""},{""name"":""sugar syrup"",""measure"":""""},{""name"":""Angostura bitters"",""measure"":""""},{""name"":""egg white"",""measure"":""""},{""name"":""lemon twist"",""measure"":""""},{""name"":""cherries"",""measure"":""""}]","energy_bittersweet,time_aperitif","style_classic,style_sour_family,flavor_sour,diet_egg",cat_short_shaken_citrus,"Combine Amaretto liqueur, lemon juice, sugar syrup, Angostura bitters, and egg white in a shaker with ice, then shake vigorously. Fine strain into a chilled glass, garnish with a lemon twist and cherries.",glass_coffee_mug,lemon twist + cocktail cherry,4 minutes,Medium,https://drive.google.com/file/d/11jD1VQZEYXC1qXRbaMoFtTRE1GPRr2aT/view?usp=drivesdk,2025-09-22
Amarula Thai Tea,"[{""name"":""Thai tea"",""measure"":""""},{""name"":""Amarula Cream Liqueur"",""measure"":""""},{""name"":""fat-free milk, frothed"",""measure"":""""}]","energy_creamy_velvety,intent_dessert","style_contemporary_classic,flavor_fruity,diet_dairy,texture_creamy",cat_coffee_tea,"Brew Thai tea and let it cool, then combine with Amarula Cream Liqueur in a glass. Top with frothed fat-free milk for a creamy finish.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1QPcOjP7J0AVpvfruRaFMH__Go4l_pr4w/view?usp=drivesdk,2025-09-22
American Trilogy,"[{""name"":""rye whiskey"",""measure"":""""},{""name"":""applejack"",""measure"":""""},{""name"":""brown sugar"",""measure"":""""},{""name"":""orange bitters"",""measure"":""""},{""name"":""orange peel"",""measure"":""""}]","energy_bold_spirit_forward,occ_soiree","style_classic,flavor_sour,strength_moderate,serve_up",cat_short_spirit_forward,"In a mixing glass, combine rye whiskey, applejack, brown sugar, and orange bitters with ice. Stir until well chilled, then strain into a chilled coupe and garnish with a twist of orange peel.",glass_coffee_mug,orange twist,3 minutes,Medium,https://drive.google.com/file/d/17cQXzE9d8qf6b3NTVeN8HSl22LN1x3dB/view?usp=drivesdk,2025-09-22
Americano,"[{""name"":""Campari"",""measure"":""3 cl""},{""name"":""Vermouth"",""measure"":""3 cl""},{""name"":"""",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_bitter,serve_on_rocks",cat_wine_vermouth_aperitif,"In an old-fashioned glass filled with ice, combine 3 cl of Campari and 3 cl of Vermouth, then top with a splash of soda water. Garnish with half an orange slice.",glass_rocks,orange slice,2 minutes,Easy,https://drive.google.com/file/d/1g3k7w9kwY3WEe91IQd80jEUSkwoFWP4j/view?usp=drivesdk,2025-09-22
Amritulya Chai,"[{""name"":""Assam Tea leave"",""measure"":""""},{""name"":""Normal Sugar"",""measure"":""""},{""name"":""Milk"",""measure"":""""},{""name"":""Water"",""measure"":""""},{""name"":""Elaichi"",""measure"":""""}]","energy_cozy_warming,intent_dessert","style_classic,flavor_savory,diet_dairy,texture_creamy,occ_brunch",cat_coffee_tea,"Brew Assam tea leaves in water, then strain into a pot. Add sugar and crushed elaichi, stirring until dissolved. Incorporate milk and heat gently, serving warm.",glass_coffee_mug,none,1 minute,Easy,https://drive.google.com/file/d/1xDw5fZdrZyE08BKpv-KNvaMplUlS6bnC/view?usp=drivesdk,2025-09-22
Angel Face,"[{""name"":""Gin"",""measure"":""3 cl""},{""name"":""Apricot brandy"",""measure"":""3 cl""},{""name"":""Calvados"",""measure"":""3 cl""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_fruity,strength_moderate,serve_up",cat_short_spirit_forward,"Combine gin, apricot brandy, and Calvados with ice, then strain into a chilled martini glass.",glass_martini,none,2 minutes,Medium,https://drive.google.com/file/d/1g-2uB7iTp8dVmBCt4lYjysCtg8BQaGNw/view?usp=drivesdk,2025-09-22
Angevine Soup,"[{""name"":""Crémant de Loire"",""measure"":""""},{""name"":""Cointreau"",""measure"":""""},{""name"":""lime juice"",""measure"":""""},{""name"":""sugar cane syrup"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_spritz,flavor_citrus,strength_low_abv,occ_brunch",cat_spritz_sparkling,"Combine Crémant de Loire, Cointreau, lime juice, and sugar cane syrup in a mixing glass with ice, then strain into a chilled glass.",glass_coffee_mug,lime wheel,3 minutes,Medium,https://drive.google.com/file/d/1qMAB650-j89LJaaIObi-3OQR1ZnnvXoe/view?usp=drivesdk,2025-09-22
Apello,"[{""name"":""Orange juice"",""measure"":""4 cl""},{""name"":""Grapefruit juice"",""measure"":""3 cl""},{""name"":""Apple juice"",""measure"":""1 cl""},{""name"":""Maraschino cherry"",""measure"":""1""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,serve_bubbly,occ_brunch",cat_unknown_other,"Combine 4 cl orange juice, 3 cl grapefruit juice, and 1 cl apple juice in a glass with ice, then stir gently. Garnish with a maraschino cherry.",glass_collins,maraschino cherry,2 minutes,Easy,https://drive.google.com/file/d/1MIvUOw5Myuc6J0CxeI6pg02xWz6Umqvy/view?usp=drivesdk,2025-09-22
Aperol Spritz,"[{""name"":""Prosecco"",""measure"":""""},{""name"":""Aperol"",""measure"":""""},{""name"":""Club Soda"",""measure"":""""},{""name"":""Ice"",""measure"":""""},{""name"":""Sliced orange or lemon for garnish"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting,time_aperitif","style_spritz,flavor_citrus,serve_bubbly,season_summer",cat_spritz_sparkling,"Fill a wine glass with ice, then add equal parts Prosecco and Aperol, followed by a splash of club soda. Stir gently and garnish with a slice of orange or lemon.",glass_coffee_mug,orange slice,2 minutes,Easy,https://drive.google.com/file/d/1tTY60JId2qDe9bTjgkkbdX3yqVB1CoMj/view?usp=drivesdk,2025-09-22
Apertass,"[{""name"":""Cedrata Tassoni Soda"",""measure"":""""},{""name"":""Aperol"",""measure"":""""},{""name"":""Orange"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_spritz,flavor_citrus,strength_low_abv,occ_brunch,season_summer",cat_spritz_sparkling,"In a glass filled with ice, combine equal parts Cedrata Tassoni Soda and Aperol, then stir gently. Garnish with a slice of orange.",glass_coffee_mug,orange slice,2 minutes,Easy,https://drive.google.com/file/d/1tcxCUPxJPGVJftHJgLE7B3fo95Nq728D/view?usp=drivesdk,2025-09-22
Apple Cider Margarita,"[{""name"":""apple cider"",""measure"":""""},{""name"":""silver tequila"",""measure"":""""},{""name"":""Cointreau or other orange flavored liqueur"",""measure"":""""},{""name"":""freshly squeezed lime juice"",""measure"":""""},{""name"":""maple syrup"",""measure"":""""},{""name"":""sugar"",""measure"":""""},{""name"":""cinnamon"",""measure"":""""},{""name"":""salt"",""measure"":""""}]","energy_light_refreshing,season_autumn","style_contemporary_classic,flavor_citrus,flavor_sour,strength_moderate,occ_party,season_autumn",cat_short_shaken_citrus,"Combine apple cider, silver tequila, orange liqueur, lime juice, maple syrup, sugar, and a pinch of cinnamon in a shaker with ice. Shake well and strain into a salt-rimmed glass. Garnish with a sprinkle of cinnamon.",glass_coffee_mug,lime wedge + cinnamon stick,4 minutes,Medium,https://drive.google.com/file/d/1kscCN5aBbhPLlJvANX-Yjkpbj8-VyNMY/view?usp=drivesdk,2025-09-22
Apple Cider Mimosa,"[{""name"":""apple cider"",""measure"":""""},{""name"":""brut champagne"",""measure"":""""},{""name"":""brandy"",""measure"":""""},{""name"":""apple"",""measure"":""""},{""name"":""cinnamon"",""measure"":""""},{""name"":""granulated sugar"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,serve_bubbly,occ_brunch,season_autumn",cat_spritz_sparkling,"In a glass, combine equal parts apple cider and brut champagne, then add a splash of brandy. Rim the glass with a mixture of granulated sugar and cinnamon, and garnish with a thin apple slice.",glass_coffee_mug,none,3 minutes,Easy,https://drive.google.com/file/d/1BIuKUQjAp9K46VKe9yVJsoavKJiKs_QY/view?usp=drivesdk,2025-09-22
Apple Cider Mules,"[{""name"":""vodka"",""measure"":""""},{""name"":""ginger beer"",""measure"":""""},{""name"":""sparkling cider"",""measure"":""""},{""name"":""Sliced apple, for garnish"",""measure"":""""},{""name"":""Cinnamon sticks, for garnish"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_contemporary_classic,flavor_fruity,flavor_spicy,serve_bubbly,occ_party,season_autumn",cat_highball_long,"In a glass filled with ice, combine vodka, ginger beer, and sparkling cider. Stir gently and garnish with sliced apple and a cinnamon stick.",glass_coffee_mug,cinnamon stick,2 minutes,Easy,https://drive.google.com/file/d/1QByuSJr8-GHloloIp5pWNg1tPy5Kok96/view?usp=drivesdk,2025-09-22
Apple Jack,"[{""name"":""Jack Daniel's Old No. 7"",""measure"":""""},{""name"":""Apple juice"",""measure"":""""},{""name"":""Apple"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_fruity,strength_moderate,serve_on_rocks",cat_soft_zero_proof,"Combine Jack Daniel's Old No. 7 and apple juice in a shaker with ice, then strain into a rocks glass filled with fresh ice. Garnish with a slice of apple.",glass_coffee_mug,none,3 minutes,Easy,https://drive.google.com/file/d/1a-IcAREn2cJ9kPO3LwhLpxviZRsg52Rn/view?usp=drivesdk,2025-09-22
Apple Liqueur,"[{""name"":""Apples"",""measure"":""""},{""name"":""Ethyl Alcohol"",""measure"":""""},{""name"":""Water"",""measure"":""""},{""name"":""Sugar"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_sweet,strength_low_abv",cat_liqueur_cordial,"Combine apples, ethyl alcohol, water, and sugar in a container. Allow the mixture to steep for several days, then strain to obtain a smooth liqueur.",glass_coffee_mug,none,1 minute,Easy,https://drive.google.com/file/d/1jU0KkQfcGQ09TYAuPyX8LLGGAVpRIGFD/view?usp=drivesdk,2025-09-22
Apple Orchard Punch,"[{""name"":""Chilled Apple Juice"",""measure"":""""},{""name"":""Frozen Cranberry Juice Concentrate"",""measure"":""""},{""name"":""Apple"",""measure"":""""},{""name"":""Orange Juice"",""measure"":""""},{""name"":""Ginger Ale"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_punch,flavor_fruity,serve_bubbly,season_autumn",cat_punch_party,"Combine chilled apple juice, frozen cranberry juice concentrate, orange juice, and diced apple in a pitcher, then top with ginger ale and stir gently to mix. Serve in a glass over ice.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1nvz-FL5n7zm4AbnhwdnIUJwiCrcSCcFq/view?usp=drivesdk,2025-09-22
Apple Pie Cocktail,"[{""name"":""vanilla-flavored vodka"",""measure"":""""},{""name"":""cinnamon whiskey"",""measure"":""""},{""name"":""lemon juice"",""measure"":""""},{""name"":""chilled sparkling apple cider"",""measure"":""""},{""name"":""cardamom bitters"",""measure"":""""},{""name"":""ice cubes"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,flavor_sweet,serve_bubbly,occ_party",cat_highball_long,"In a shaker, combine vanilla-flavored vodka, cinnamon whiskey, lemon juice, and cardamom bitters with ice. Shake well and strain into a glass, then top with chilled sparkling apple cider.",glass_coffee_mug,cinnamon stick,3 minutes,Medium,https://drive.google.com/file/d/1UqGLdmYgAz5nLOpGqYDJBMt2ZiJ6KyDj/view?usp=drivesdk,2025-09-22
Applecar,"[{""name"":""Applejack"",""measure"":""1 oz""},{""name"":""Triple sec"",""measure"":""1 oz""},{""name"":""Lemon juice"",""measure"":""1 oz""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_sour,strength_moderate",cat_short_shaken_citrus,"Combine 1 oz Applejack, 1 oz Triple sec, and 1 oz Lemon juice with ice, then strain into a cocktail glass.",glass_martini,lemon twist,2 minutes,Easy,https://drive.google.com/file/d/1CojTcHxBAwW0AlO5XBFFkmWkaGQ5U__4/view?usp=drivesdk,2025-09-26
Appletini,"[{""name"":""vodka"",""measure"":""""},{""name"":""green apple schnapps"",""measure"":""""},{""name"":""lemon juice"",""measure"":""""},{""name"":""ice cubes"",""measure"":""""},{""name"":""apple slice"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_contemporary_classic,flavor_citrus,strength_moderate,serve_up",cat_short_shaken_citrus,"Combine vodka, green apple schnapps, and lemon juice in a shaker with ice, then strain into a chilled glass. Garnish with an apple slice.",glass_coffee_mug,none,3 minutes,Easy,https://drive.google.com/file/d/10PNhhyH5akjIl8QjTmyvDqdQbXlFT28v/view?usp=drivesdk,2025-09-26
April Rain Cocktail,"[{""name"":""vodka"",""measure"":""""},{""name"":""lime juice, freshly squeezed"",""measure"":""""},{""name"":""dry vermouth"",""measure"":""""},{""name"":""Garnish: lime peel"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_citrus,serve_up",cat_short_shaken_citrus,"Combine vodka, freshly squeezed lime juice, and dry vermouth in a shaker with ice, then strain into a chilled coupe and garnish with a twist of lime peel.",glass_coffee_mug,lime twist,3 minutes,Medium,https://drive.google.com/file/d/11hMveG_DAQVyxF629LhltTYmaT6wUq7N/view?usp=drivesdk,2025-09-26
Aqueduct,"[{""name"":""Vodka"",""measure"":""""},{""name"":""Cointreau"",""measure"":""""},{""name"":""Apricot Liqueur"",""measure"":""""},{""name"":""Lime Juice"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,strength_moderate,serve_up",cat_short_shaken_citrus,"Combine vodka, Cointreau, apricot liqueur, and lime juice in a shaker with ice, then strain into a chilled coupe.",glass_coffee_mug,lime twist,3 minutes,Medium,https://drive.google.com/file/d/1qx9JVa5fGUgRLS52PZAIky_TSSbrBOsv/view?usp=drivesdk,2025-09-26
Argentinian Mate,"[{""name"":""Yerba Mate"",""measure"":""""},{""name"":""Hot Water"",""measure"":""""}]","energy_relaxed,energy_cozy_warming","style_new_era,serve_hot",cat_hot,"Steep yerba mate in hot water for a few minutes, then strain into a cup.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1cU_DL6NCkYjjbzr1bipwQwgDQpijOVTh/view?usp=drivesdk,2025-09-26
Artillery,"[{""name"":""Sweet Vermouth"",""measure"":""1 1/2 tsp""},{""name"":""Gin"",""measure"":""1 1/2 oz""},{""name"":""Bitters"",""measure"":""2 dashes""}]","energy_bold_spirit_forward,occ_soiree","style_classic,flavor_bitter,strength_moderate,serve_up",cat_short_spirit_forward,"Combine 1 1/2 oz gin, 1 1/2 tsp sweet vermouth, and 2 dashes of bitters with ice, then strain into a chilled cocktail glass.",glass_martini,none,2 minutes,Easy,https://drive.google.com/file/d/1xM43dmUqORC3OUZwZXciP7dF-J6PJpAQ/view?usp=drivesdk,2025-09-26
Astronaut,"[{""name"":""Crushed ice"",""measure"":""""},{""name"":""gin"",""measure"":""""},{""name"":""lemon soda"",""measure"":""""},{""name"":""lemon juice"",""measure"":""""},{""name"":""grenadine"",""measure"":""""},{""name"":""yellow wine gum as garnish"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_new_era,flavor_citrus,serve_frozen,occ_party",cat_highball_long,"Fill a glass with crushed ice, then add gin, lemon juice, and lemon soda, stirring gently. Drizzle grenadine over the top and garnish with a yellow wine gum.",glass_coffee_mug,none,3 minutes,Easy,https://drive.google.com/file/d/10JLNWk1WvmkbUxF0v_WDWR0RqQ0sdX14/view?usp=drivesdk,2025-09-26
AT&T,"[{""name"":""Absolut Vodka"",""measure"":""1 oz""},{""name"":""Gin"",""measure"":""1 oz""},{""name"":""Tonic water"",""measure"":""4 oz""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,style_highball,flavor_intense,strength_moderate",cat_highball_long,"Fill a highball glass with ice, pour in 1 oz of vodka and 1 oz of gin, then top with 4 oz of tonic water and stir gently.",glass_highball,none,2 minutes,Easy,https://drive.google.com/file/d/1jbqgIFYc1frwyGnXlU_QTcg_jQSWwtKI/view?usp=drivesdk,2025-09-26
Avalanche,"[{""name"":""Crown Royal"",""measure"":""1 shot""},{""name"":""Kahlua"",""measure"":""1 shot""},{""name"":""Cream"",""measure"":""Fill with""}]","energy_creamy_velvety,time_nightcap","style_classic,flavor_coffee,diet_dairy,texture_creamy",cat_milk_egg_cream,"Combine 1 shot of Crown Royal and 1 shot of Kahlua in a shaker with ice, shake well, then strain into a highball glass filled with cream.",glass_highball,none,3 minutes,Easy,https://drive.google.com/file/d/1g9WWjXqcg1fEMm5eKTXH6-yggaxGSEpN/view?usp=drivesdk,2025-09-26
